Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Angle,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,8.9,40,0.133,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,25,0.115,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,34,0.031,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,38,0.211,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,38,0.104,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,41,0.081,0.0045,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.6,30,0.025,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,39,0.1,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,27,0.104,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,40,0.017,0.0187,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,36,0.218,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,34,0.129,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,37,0.116,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,35,0.098,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,25,0.175,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,37,0.193,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,28,0.07,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,31,0.123,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,42,0.004,0.0129,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,39,0.166,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,44,0.186,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,31,0.168,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,44,0.101,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,39,0.155,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,44,0.169,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,43,0.175,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,45,0.044,0.0155,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,25,0.037,0.0054,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.2,29,0.217,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,30,0.114,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,30,0.091,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,42,0.006,0.0191,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,26,0.077,0.0172,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,44,0.011,0.013,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,29,0.016,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,34,0.118,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,29,0.161,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,44,0.216,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,37,0.134,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,30,0.023,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,39,0.008,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,44,0.144,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,28,0.093,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,30,0.006,0.0182,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,32,0.048,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,43,0.096,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,30,0.074,0.0087,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.0,31,0.086,0.0054,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.4,28,0.202,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,26,0.061,0.0078,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.3,31,0.003,0.0194,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,30,0.13,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,33,0.139,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,45,0.101,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,44,0.036,0.0003,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,45,0.055,0.0132,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,39,0.025,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,26,0.128,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,29,0.011,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,31,0.129,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,27,0.216,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,41,0.188,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,29,0.007,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,39,0.067,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,43,0.213,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,44,0.016,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,27,0.193,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,42,0.095,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,28,0.005,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,41,0.1,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,36,0.172,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,28,0.187,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,27,0.22,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,31,0.207,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,39,0.087,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,33,0.118,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,30,0.159,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,33,0.061,0.0097,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.9,42,0.134,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,37,0.144,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,41,0.049,0.012,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,28,0.152,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,31,0.038,0.0085,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.6,25,0.191,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,26,0.043,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,43,0.133,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,44,0.214,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,41,0.016,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,42,0.114,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,40,0.212,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,25,0.14,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,31,0.225,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,45,0.076,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,42,0.035,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,29,0.118,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,33,0.057,0.0035,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.9,40,0.214,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,34,0.054,0.0103,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,45,0.068,0.0069,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.5,32,0.061,0.0146,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,38,0.089,0.0109,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,27,0.026,0.0109,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,30,0.187,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,34,0.112,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,38,0.182,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,36,0.227,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,35,0.187,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,29,0.139,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,29,0.126,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,27,0.026,0.0083,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.7,42,0.178,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,42,0.164,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,44,0.175,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,41,0.116,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,25,0.06,0.0193,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,44,0.059,0.0037,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.7,42,0.222,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,40,0.074,0.0165,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,28,0.018,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,26,0.062,0.0127,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,28,0.048,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,33,0.205,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,32,0.139,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,30,0.077,0.0084,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.7,37,0.056,0.0174,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,32,0.116,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,34,0.142,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,45,0.024,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,44,0.126,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,36,0.03,0.0024,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.1,25,0.024,0.0194,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,36,0.229,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,28,0.174,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,27,0.09,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,33,0.052,0.0024,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.3,25,0.212,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,29,0.209,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,42,0.184,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,28,0.093,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,37,0.023,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,29,0.113,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,30,0.058,0.0061,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.2,30,0.028,0.0023,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.8,41,0.018,0.014,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,27,0.061,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,25,0.112,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,27,0.226,0.0149,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,45,0.011,0.0191,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,43,0.174,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,37,0.092,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,38,0.137,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,32,0.098,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,41,0.036,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,29,0.047,0.0125,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,34,0.148,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,38,0.221,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,37,0.152,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,29,0.106,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,28,0.154,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,37,0.068,0.0036,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.0,39,0.089,0.004,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.2,45,0.101,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,42,0.141,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,29,0.003,0.0108,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,36,0.063,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.8,33,0.034,0.0035,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.5,44,0.097,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,34,0.096,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,29,0.155,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,39,0.024,0.0095,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.5,30,0.209,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,38,0.064,0.0112,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,45,0.083,0.0024,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.7,38,0.154,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,34,0.056,0.0183,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,32,0.088,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,42,0.105,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,27,0.052,0.0069,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.2,39,0.019,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,44,0.123,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,25,0.092,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,40,0.035,0.0092,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.2,34,0.013,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,31,0.024,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,26,0.122,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,39,0.109,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,31,0.117,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,39,0.229,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,27,0.115,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,37,0.03,0.0125,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,26,0.14,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,37,0.149,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,38,0.121,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,29,0.141,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,31,0.193,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,41,0.217,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,40,0.066,0.0056,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.7,30,0.13,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,44,0.188,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,26,0.19,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,42,0.117,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,37,0.224,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,45,0.188,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,26,0.051,0.0142,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,26,0.126,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,40,0.003,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,38,0.185,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,36,0.153,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,29,0.183,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,34,0.023,0.0069,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.8,30,0.052,0.0044,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.1,26,0.128,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,28,0.096,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,34,0.11,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,30,0.173,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,29,0.221,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,26,0.017,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,38,0.128,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,33,0.019,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,43,0.106,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,36,0.104,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,27,0.161,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,39,0.086,0.0106,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,37,0.085,0.0147,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,45,0.224,0.0112,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,25,0.004,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,43,0.04,0.0149,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,43,0.19,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,41,0.106,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,39,0.136,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,42,0.179,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,27,0.122,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,25,0.088,0.0085,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.4,31,0.057,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,44,0.062,0.0093,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.5,45,0.171,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,42,0.098,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,33,0.083,0.0163,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,43,0.04,0.0084,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.2,41,0.098,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,30,0.058,0.0187,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,41,0.055,0.0053,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.7,28,0.125,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,44,0.056,0.0146,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,44,0.133,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,27,0.08,0.0091,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.6,40,0.032,0.0062,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.3,25,0.17,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,32,0.104,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,35,0.011,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,33,0.063,0.0092,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.9,35,0.029,0.0118,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,27,0.112,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,26,0.014,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,29,0.031,0.0084,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.6,41,0.2,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,44,0.086,0.0188,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,25,0.008,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,35,0.077,0.0179,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,35,0.004,0.0153,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,43,0.176,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,43,0.214,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,33,0.092,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,25,0.075,0.0047,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.1,27,0.166,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,44,0.056,0.009,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.8,39,0.188,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,42,0.202,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,25,0.147,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,30,0.047,0.0161,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,31,0.139,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,44,0.064,0.0123,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,27,0.103,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,32,0.055,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,36,0.026,0.0194,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,42,0.046,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,39,0.12,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,26,0.095,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,41,0.026,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,27,0.122,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,36,0.169,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,40,0.028,0.0096,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.4,42,0.157,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,31,0.122,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,25,0.129,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,40,0.009,0.0185,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,45,0.055,0.0127,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,45,0.064,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,38,0.116,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,30,0.101,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,40,0.229,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,27,0.114,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,38,0.218,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,28,0.154,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,25,0.226,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,30,0.214,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,34,0.12,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,35,0.191,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,36,0.074,0.0046,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.3,42,0.062,0.0134,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,45,0.171,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,33,0.022,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,35,0.083,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,45,0.047,0.0143,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,30,0.046,0.012,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,35,0.175,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,41,0.016,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,44,0.012,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,40,0.161,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,40,0.148,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,36,0.151,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,39,0.109,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,29,0.067,0.0019,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.2,36,0.072,0.0116,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,40,0.027,0.0139,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,32,0.2,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,45,0.073,0.0155,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,30,0.062,0.0175,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,42,0.224,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,31,0.18,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,42,0.224,0.0124,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,29,0.217,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,45,0.101,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,36,0.062,0.0025,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.8,29,0.129,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,44,0.229,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,28,0.102,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,31,0.077,0.0118,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,29,0.079,0.0182,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,31,0.141,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,43,0.163,0.0171,1,0,0
