Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Depth,Width,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,67.1,18.2,59.9,0.404,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.5,11.1,23.9,0.163,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.0,16.2,72.6,0.393,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.1,3.6,53.4,0.016,0.0123,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.0,16.7,25.6,0.084,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.5,15.1,5.7,0.192,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.0,9.5,5.4,0.156,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.8,15.8,68.7,0.398,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,18.9,38.7,0.223,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.9,6.8,51.2,0.419,0.0109,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.6,6.9,45.1,0.28,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,39.4,1.0,38.2,0.298,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.7,3.0,32.5,0.143,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.0,18.2,57.3,0.174,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,8.5,32.3,0.456,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.7,4.9,72.7,0.199,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.8,5.2,36.9,0.11,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.5,20.1,61.7,0.228,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,17.1,61.8,0.211,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.7,6.0,38.1,0.207,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.1,14.5,31.4,0.072,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.5,16.6,47.3,0.454,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.2,19.4,49.5,0.45,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,56.7,13.4,69.2,0.336,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.0,9.0,71.9,0.231,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.7,10.1,64.6,0.418,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,47.7,1.1,37.8,0.163,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.9,16.6,72.1,0.313,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,80.3,1.3,47.3,0.351,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.7,15.4,10.0,0.377,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.3,16.9,26.4,0.279,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,61.8,19.1,47.6,0.312,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,62.2,1.7,40.9,0.248,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.0,3.9,33.2,0.249,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.1,5.1,7.2,0.148,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.0,2.9,63.1,0.276,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.5,9.9,25.3,0.314,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.9,6.3,37.1,0.008,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.6,17.9,39.6,0.346,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.2,16.4,6.7,0.33,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,79.3,13.6,25.2,0.208,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.3,18.0,43.6,0.174,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,19.8,49.4,0.425,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.9,11.3,22.2,0.464,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.1,12.3,56.8,0.153,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.7,1.3,49.6,0.02,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.4,1.1,65.3,0.392,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.7,6.9,56.6,0.373,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.5,15.3,32.6,0.068,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.0,8.0,25.4,0.146,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.1,15.2,31.8,0.399,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.9,18.1,4.7,0.266,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.8,0.6,20.2,0.03,0.0172,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.1,17.4,44.0,0.032,0.0112,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.6,9.2,40.8,0.046,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.4,18.6,46.9,0.033,0.0092,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.0,1.7,65.0,0.111,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,8.2,9.5,0.371,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,56.7,7.3,23.3,0.024,0.0083,1,1,0
Aluminum Alloy,35.45,2870,0.26,78.7,19.8,50.1,0.341,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.0,9.9,17.4,0.145,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.1,7.3,20.7,0.089,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.7,17.5,59.7,0.37,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.2,3.9,65.2,0.107,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.3,4.8,37.3,0.021,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.0,14.4,58.6,0.036,0.0153,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.9,5.1,52.5,0.02,0.0063,1,1,0
Aluminum Alloy,35.45,2870,0.26,77.4,7.4,49.0,0.444,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.5,9.3,47.1,0.037,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,46.8,11.9,46.4,0.101,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.1,13.5,67.5,0.018,0.0102,0,0,0
Aluminum Alloy,35.45,2870,0.26,48.5,2.4,18.2,0.142,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.1,13.3,81.0,0.068,0.0123,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.4,15.8,70.3,0.045,0.0191,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.8,8.4,73.6,0.241,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.2,17.5,39.0,0.427,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.3,16.2,75.1,0.38,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.2,9.4,72.4,0.129,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.9,19.4,71.6,0.21,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,43.4,3.2,65.3,0.164,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,19.6,76.2,0.251,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,13.6,60.3,0.249,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,35.8,1.2,13.0,0.026,0.0143,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,20.6,76.2,0.469,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.4,4.7,6.0,0.089,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,76.1,4.9,5.4,0.356,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.9,3.4,39.3,0.296,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.6,18.9,45.6,0.194,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.0,8.3,79.2,0.143,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,17.8,29.1,0.263,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.6,15.3,70.0,0.257,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,6.6,39.8,0.34,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.5,0.6,45.4,0.152,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,3.5,77.4,0.262,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,80.4,8.2,28.5,0.271,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.6,0.7,30.5,0.15,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.4,9.1,16.6,0.011,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,11.3,53.1,0.051,0.0172,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.2,13.4,28.6,0.16,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.6,20.9,48.1,0.213,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,57.6,13.5,22.5,0.236,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.9,18.7,30.4,0.462,0.0154,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.1,7.0,60.8,0.155,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.4,0.4,63.1,0.112,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,17.0,36.6,0.073,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,5.6,76.4,0.345,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,1.9,7.8,0.196,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,4.9,38.6,0.321,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.7,14.5,45.5,0.119,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.0,5.3,36.2,0.061,0.0162,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.4,5.1,63.5,0.395,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.7,16.6,25.1,0.422,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.4,0.0,36.7,0.087,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.0,6.2,9.1,0.209,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,3.4,80.2,0.177,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.6,18.1,67.9,0.396,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.8,3.7,72.0,0.197,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.5,9.8,37.1,0.061,0.0127,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,12.9,59.2,0.008,0.0112,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.7,13.5,51.4,0.457,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.1,3.1,39.1,0.2,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.1,4.8,79.3,0.011,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.5,10.0,57.8,0.461,0.0123,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.2,15.3,75.5,0.194,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.7,18.5,71.5,0.296,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.5,16.3,43.7,0.393,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.5,1.1,32.4,0.384,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.1,7.4,31.8,0.288,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.2,15.2,12.9,0.076,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.8,19.4,49.5,0.337,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.5,20.0,16.6,0.161,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,59.9,19.7,29.0,0.071,0.0028,1,1,0
Aluminum Alloy,35.45,2870,0.26,62.5,1.6,42.0,0.084,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.3,20.7,5.6,0.366,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,16.1,6.6,0.128,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.1,0.1,3.7,0.431,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.2,15.5,58.5,0.253,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,67.5,8.0,36.2,0.254,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.7,3.9,13.8,0.175,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,55.3,14.0,61.1,0.173,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.5,13.8,64.4,0.317,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.5,20.4,72.0,0.38,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.4,17.4,70.1,0.277,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,3.4,53.1,0.354,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,0.6,41.9,0.402,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.6,14.2,41.4,0.344,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,42.8,16.9,51.9,0.415,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.9,12.3,64.2,0.046,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,17.9,65.2,0.454,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.6,18.3,36.3,0.262,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,6.6,78.8,0.032,0.0047,1,1,0
Aluminum Alloy,35.45,2870,0.26,53.2,10.5,73.1,0.323,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,5.0,51.3,0.312,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.2,8.6,11.7,0.046,0.0051,1,1,0
Aluminum Alloy,35.45,2870,0.26,77.1,5.9,6.8,0.227,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.2,0.6,48.8,0.188,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,35.1,13.1,68.0,0.388,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.7,6.9,6.0,0.261,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.6,7.2,19.1,0.065,0.017,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,2.4,80.9,0.383,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.5,2.1,58.4,0.031,0.0073,1,1,0
Aluminum Alloy,35.45,2870,0.26,43.4,9.8,62.4,0.149,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.0,11.1,15.5,0.295,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.5,10.3,52.2,0.047,0.0139,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.5,0.9,28.8,0.035,0.0067,1,1,0
Aluminum Alloy,35.45,2870,0.26,54.6,2.9,10.4,0.395,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,80.3,16.4,16.2,0.11,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,16.8,74.1,0.261,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.8,19.1,19.2,0.055,0.008,1,1,0
Aluminum Alloy,35.45,2870,0.26,22.9,12.9,38.5,0.141,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.7,0.2,10.0,0.441,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.7,5.9,24.9,0.261,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,18.6,23.2,0.363,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.0,16.0,13.3,0.207,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.8,14.6,55.2,0.308,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.5,7.3,47.6,0.108,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.8,16.6,26.1,0.387,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.5,0.7,11.6,0.202,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.0,19.2,67.5,0.045,0.0019,1,1,0
Aluminum Alloy,35.45,2870,0.26,42.4,1.3,11.7,0.396,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.2,0.5,69.3,0.144,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,17.2,49.6,0.365,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.6,13.3,4.3,0.131,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.0,8.1,38.6,0.351,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,72.0,4.7,12.8,0.408,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,32.8,19.9,60.1,0.255,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,73.3,0.8,23.6,0.406,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.7,1.4,67.4,0.142,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.4,4.1,59.9,0.17,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.8,4.8,5.6,0.236,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.6,10.7,17.2,0.218,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.4,5.3,52.6,0.003,0.0191,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.0,15.8,7.6,0.076,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.2,8.9,47.0,0.265,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.6,5.6,77.1,0.433,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.5,2.3,19.1,0.063,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,8.1,21.1,0.009,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.3,2.8,56.0,0.066,0.0052,1,1,0
Aluminum Alloy,35.45,2870,0.26,49.5,0.4,17.8,0.397,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.6,11.4,78.4,0.039,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.8,20.1,22.9,0.075,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.3,2.7,27.7,0.135,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.4,6.2,21.0,0.126,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,68.4,0.2,46.9,0.042,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.9,7.3,51.3,0.289,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,32.4,3.1,40.2,0.463,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.7,20.4,73.6,0.356,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,12.0,56.1,0.011,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.4,20.0,79.2,0.175,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.3,16.7,12.3,0.258,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.8,6.2,14.8,0.16,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,3.0,33.7,0.38,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.7,9.7,37.7,0.4,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.0,14.2,25.8,0.063,0.0057,1,1,0
Aluminum Alloy,35.45,2870,0.26,30.7,13.7,6.6,0.111,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,0.5,78.9,0.355,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,11.5,4.7,0.418,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,64.1,3.7,27.2,0.094,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.9,14.5,77.8,0.363,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,72.2,12.7,50.6,0.079,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.6,5.6,37.6,0.049,0.0024,1,1,0
Aluminum Alloy,35.45,2870,0.26,59.4,12.5,30.1,0.339,0.0129,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.4,7.8,30.2,0.15,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,48.4,13.0,23.3,0.397,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.8,20.6,61.1,0.111,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.0,13.9,17.5,0.365,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.7,20.6,64.9,0.363,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,6.3,26.7,0.437,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.7,20.5,14.4,0.456,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.4,9.8,15.2,0.088,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.9,9.3,11.9,0.122,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,38.3,9.5,69.3,0.049,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.7,6.7,76.9,0.29,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.9,14.3,60.1,0.414,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.4,20.9,78.2,0.398,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,59.5,13.1,48.3,0.293,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.0,20.2,54.4,0.237,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,9.9,55.8,0.105,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.8,15.0,67.8,0.113,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.1,4.1,23.1,0.158,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,55.2,4.9,26.2,0.056,0.0087,1,1,0
Aluminum Alloy,35.45,2870,0.26,39.7,3.2,16.2,0.243,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.1,20.4,63.1,0.097,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.5,13.0,44.7,0.416,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.9,5.6,47.8,0.456,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.7,7.9,46.6,0.466,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.0,3.4,17.4,0.442,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.5,17.9,5.9,0.418,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.5,6.5,30.1,0.191,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.2,0.7,13.2,0.39,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.9,9.3,38.0,0.32,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,67.4,10.8,68.1,0.343,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.3,17.3,78.7,0.033,0.0142,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.5,5.9,21.4,0.154,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.2,17.3,65.4,0.36,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.4,2.5,17.7,0.156,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.8,4.7,31.2,0.261,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.2,0.4,68.6,0.132,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.7,12.8,59.3,0.29,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.6,17.1,64.2,0.103,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.6,8.3,34.7,0.296,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.3,11.1,38.1,0.397,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,74.0,3.0,5.6,0.087,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,58.6,3.0,46.0,0.035,0.0128,0,0,0
Aluminum Alloy,35.45,2870,0.26,80.2,19.0,71.1,0.25,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,38.6,6.6,59.8,0.253,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.7,0.0,7.6,0.343,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.0,18.2,43.3,0.071,0.0087,1,1,0
Aluminum Alloy,35.45,2870,0.26,63.3,2.1,37.7,0.13,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.0,8.4,21.8,0.456,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.6,2.3,19.1,0.168,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,62.6,9.1,59.8,0.399,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,4.9,28.5,0.389,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.2,8.3,77.5,0.465,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.7,6.2,42.1,0.406,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,71.6,10.3,48.9,0.223,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.6,11.8,35.1,0.401,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,57.5,0.7,19.5,0.285,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.2,13.1,66.8,0.085,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.8,16.9,9.9,0.026,0.008,1,1,0
Aluminum Alloy,35.45,2870,0.26,23.7,13.4,50.2,0.369,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.2,19.8,45.6,0.177,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.2,15.8,61.3,0.249,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.1,10.4,69.7,0.183,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.2,7.4,68.6,0.347,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,5.7,10.7,0.262,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,35.4,19.4,46.6,0.363,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,15.9,16.2,0.124,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.5,16.0,65.7,0.412,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.8,19.4,17.2,0.132,0.0015,0,0,0
