Material Type,Material Hardness Number,Desity,Poissons Ratio,Diameter,Depth,Tolerance,Surface finish,drilling,reaming,rough boring,finish boaring
Aluminum Alloy,35.45,2870,0.26,0.5,6,0.081,0.0078,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,20,0.019,0.0405,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.6,10,0.168,0.0322,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,14,0.047,0.0224,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,18,0.129,0.0282,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,5,0.024,0.0365,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,10,0.056,0.0079,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,16,0.054,0.0182,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.9,9,0.132,0.0266,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,12,0.011,0.0548,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,11,0.076,0.0405,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,1,0.174,0.0081,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.8,11,0.253,0.0587,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,15,0.037,0.0121,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,12,0.271,0.0374,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,15,0.021,0.0069,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,11,0.264,0.0022,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.3,10,0.093,0.0527,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,12,0.054,0.0698,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,12,0.196,0.0792,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,18,0.098,0.0796,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,19,0.045,0.0746,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,3,0.203,0.0514,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,13,0.259,0.0402,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.3,18,0.018,0.0179,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,13,0.226,0.0206,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,6,0.161,0.0413,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,12,0.15,0.0488,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,13,0.084,0.0736,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,4,0.136,0.0171,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.2,12,0.155,0.0491,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,4,0.212,0.0014,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,9,0.044,0.0781,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.7,14,0.026,0.069,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,13,0.109,0.0783,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,8,0.191,0.0573,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,9,0.232,0.003,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,19,0.163,0.079,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,2,0.19,0.0504,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,10,0.056,0.0125,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,20,0.094,0.0127,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,17,0.264,0.0071,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.8,16,0.155,0.0476,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,5,0.04,0.0728,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,9,0.083,0.0102,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,3,0.167,0.061,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,4,0.212,0.0579,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,5,0.191,0.016,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.3,10,0.235,0.0314,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,19,0.121,0.0642,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,11,0.267,0.0805,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,7,0.165,0.0143,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.9,17,0.1,0.0374,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,9,0.074,0.0314,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,5,0.175,0.0292,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,7,0.129,0.072,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,9,0.08,0.0599,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,0,0.108,0.0223,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,11,0.269,0.0117,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.2,17,0.227,0.0081,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.1,7,0.202,0.0018,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,20,0.027,0.048,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,12,0.096,0.0078,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,19,0.149,0.0773,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,20,0.061,0.0529,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,6,0.255,0.045,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,4,0.022,0.0622,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,15,0.13,0.0611,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,10,0.111,0.0402,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,2,0.061,0.0066,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,4,0.028,0.0336,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,4,0.025,0.0218,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,15,0.242,0.0136,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.0,5,0.182,0.0808,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,9,0.012,0.0799,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,14,0.155,0.0119,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.0,14,0.187,0.0747,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,11,0.03,0.045,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,20,0.08,0.0044,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,7,0.241,0.029,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,4,0.152,0.0428,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,19,0.139,0.0582,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,8,0.247,0.0672,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,3,0.218,0.0416,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,11,0.128,0.0028,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,1,0.031,0.0735,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,17,0.076,0.0143,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,3,0.01,0.0608,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,18,0.076,0.0021,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,20,0.176,0.0057,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.8,14,0.111,0.0422,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,7,0.071,0.0521,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,4,0.045,0.0112,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,7,0.24,0.0297,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,11,0.12,0.0317,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,10,0.258,0.0085,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.5,13,0.22,0.0698,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,8,0.046,0.014,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,3,0.036,0.0268,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,17,0.043,0.0674,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,20,0.081,0.0257,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,15,0.275,0.0296,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,10,0.219,0.0778,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,7,0.077,0.0315,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,19,0.161,0.0361,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,10,0.226,0.0716,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.7,9,0.076,0.011,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,10,0.081,0.0695,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,17,0.158,0.0566,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,19,0.259,0.0548,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,12,0.018,0.0552,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,7,0.255,0.0601,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,2,0.204,0.0704,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,4,0.271,0.0676,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,0,0.26,0.035,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,5,0.048,0.0787,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,2,0.018,0.0414,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,6,0.08,0.0229,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,4,0.019,0.0803,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,12,0.144,0.0329,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.7,20,0.231,0.0475,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,19,0.27,0.0745,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,0,0.261,0.0754,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,8,0.077,0.0163,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,8,0.145,0.0217,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,6,0.183,0.055,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,2,0.103,0.0498,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,17,0.06,0.0722,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,18,0.257,0.0775,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,1,0.031,0.0052,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,9,0.168,0.0429,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,13,0.204,0.0442,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,17,0.079,0.0452,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,11,0.163,0.0315,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,16,0.208,0.0708,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,18,0.148,0.0323,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,15,0.246,0.0324,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,1,0.272,0.0305,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,11,0.133,0.0394,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,11,0.073,0.052,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,1,0.252,0.0422,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,6,0.137,0.0595,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.9,12,0.033,0.0018,1,0,1,1
Aluminum Alloy,35.45,2870,0.26,2.5,2,0.223,0.0719,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,1,0.022,0.0128,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,18,0.177,0.0243,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,20,0.118,0.0055,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.2,12,0.159,0.0089,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.8,3,0.199,0.0256,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,8,0.28,0.0557,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,6,0.191,0.0297,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.3,4,0.18,0.0135,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.2,6,0.092,0.0217,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,19,0.265,0.0633,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.6,7,0.093,0.0046,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,13,0.138,0.026,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,4,0.278,0.0479,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,20,0.147,0.0012,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,1,0.088,0.017,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,17,0.033,0.0617,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,17,0.252,0.0535,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,7,0.204,0.0454,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,1,0.245,0.0079,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.8,8,0.048,0.0621,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,9,0.261,0.0532,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,11,0.244,0.0087,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,5.0,0,0.074,0.0575,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,15,0.197,0.0519,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,12,0.011,0.0192,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,11,0.046,0.0551,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,12,0.136,0.0252,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,18,0.157,0.0713,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,18,0.101,0.0202,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,7,0.184,0.0803,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,7,0.241,0.0215,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,16,0.205,0.0546,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,17,0.247,0.0659,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,9,0.272,0.0647,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,5,0.217,0.0654,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,8,0.055,0.0413,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,1,0.266,0.0081,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.8,15,0.278,0.0567,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,0,0.138,0.0294,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,12,0.256,0.0625,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,4,0.262,0.0067,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.6,13,0.063,0.0049,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,2,0.13,0.0425,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,2,0.095,0.0169,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,14,0.247,0.0692,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,12,0.136,0.0353,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,8,0.208,0.0654,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.3,15,0.067,0.0386,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,1,0.231,0.0242,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,9,0.179,0.0118,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.9,9,0.133,0.0071,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.5,8,0.143,0.0232,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,17,0.214,0.0431,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,12,0.118,0.0637,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,20,0.028,0.0036,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,0,0.202,0.0485,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,19,0.13,0.0342,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.8,4,0.19,0.0383,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,7,0.132,0.0688,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,11,0.036,0.0731,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,8,0.142,0.0698,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,1,0.179,0.0039,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.1,4,0.046,0.0628,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,15,0.069,0.0402,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,20,0.182,0.0108,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.8,3,0.106,0.0655,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.7,17,0.202,0.0588,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,19,0.215,0.0661,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,4,0.01,0.0645,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,13,0.106,0.0659,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,20,0.15,0.052,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,10,0.024,0.0732,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,2,0.258,0.0279,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,17,0.032,0.0646,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,0,0.262,0.0745,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,12,0.147,0.0455,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,7,0.082,0.0632,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,15,0.029,0.0433,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,17,0.234,0.0781,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,17,0.269,0.0635,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,4,0.044,0.0806,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,16,0.023,0.0012,1,0,1,1
Aluminum Alloy,35.45,2870,0.26,8.8,2,0.05,0.0774,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,15,0.239,0.0056,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.7,7,0.238,0.0327,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,10,0.262,0.0257,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,9,0.145,0.0507,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.6,1,0.122,0.0217,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,13,0.225,0.0122,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.0,3,0.218,0.0264,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,14,0.029,0.0804,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,1,0.034,0.0685,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,9,0.171,0.0699,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,9,0.067,0.0689,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,4,0.075,0.0541,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,2,0.152,0.0076,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,11.0,8,0.223,0.0306,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,2,0.097,0.0565,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,14,0.071,0.0417,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,0,0.126,0.0516,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,10,0.031,0.0087,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,16,0.205,0.02,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,16,0.1,0.0177,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.8,4,0.052,0.0234,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,17,0.149,0.0081,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.0,18,0.152,0.0731,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,1,0.28,0.0465,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,3,0.252,0.0658,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,10,0.26,0.0039,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,6,0.114,0.0098,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.2,15,0.137,0.011,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.9,10,0.139,0.0278,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.8,6,0.169,0.0007,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,18,0.139,0.0766,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,10,0.178,0.0327,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,2,0.16,0.0645,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,12,0.203,0.0524,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,16,0.027,0.0309,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,12,0.028,0.0236,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,8,0.078,0.0534,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,10,0.124,0.0182,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,10.3,4,0.269,0.0253,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.6,8,0.152,0.0366,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,13,0.211,0.0536,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,17,0.012,0.0324,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,16,0.065,0.0792,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,12,0.257,0.0245,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,10,0.087,0.0648,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,1,0.036,0.035,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,8,0.032,0.0631,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,10,0.213,0.0088,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.9,17,0.276,0.0048,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,16,0.235,0.0028,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,17,0.264,0.0368,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,7,0.063,0.0471,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,20,0.109,0.076,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,13,0.222,0.0767,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,2,0.238,0.0532,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,19,0.03,0.0406,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,16,0.174,0.0077,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.3,11,0.204,0.0346,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,0,0.164,0.0607,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,5,0.093,0.0622,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,15,0.279,0.0192,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,2,0.022,0.041,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,11,0.1,0.0763,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,16,0.121,0.0793,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.7,10,0.019,0.0069,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,9,0.248,0.0352,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,14,0.146,0.0339,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,11,0.168,0.0651,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,7,0.182,0.0808,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,11,0.092,0.0476,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,10,0.161,0.0365,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,8,0.053,0.0113,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,7,0.067,0.0565,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,20,0.123,0.0741,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,3,0.087,0.0309,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,10,0.061,0.0317,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,6,0.193,0.0444,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,10,0.252,0.0647,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.5,15,0.175,0.0238,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,3,0.219,0.0603,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,15,0.174,0.0017,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,17,0.178,0.0199,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.1,20,0.134,0.0393,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.1,3,0.211,0.0684,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,0,0.211,0.0212,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,8,0.02,0.019,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,13,0.117,0.0505,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,15,0.257,0.0669,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,9,0.22,0.0007,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,12,0.073,0.0453,1,0,0,0
