Material Type,Material Hardness Number,Desity,Poissons Ratio,Radius,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,0,0.004,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.12,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.118,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.136,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.035,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.054,0.0152,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.053,0.0199,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.068,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.152,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.128,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.066,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.082,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.132,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.176,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.172,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.082,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.047,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.011,0.0138,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.145,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.127,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.138,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.116,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.056,0.0074,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.137,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.041,0.0061,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.085,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.085,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.028,0.0059,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.137,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.071,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.163,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.16,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.106,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.007,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.187,0.0159,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.153,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.149,0.017,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.013,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.121,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.065,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.101,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.106,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.183,0.0191,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.07,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.187,0.0154,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.008,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.136,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.092,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.084,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.053,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.138,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.096,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.12,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.053,0.0023,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.181,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.1,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.08,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.09,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.112,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.181,0.017,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.173,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.103,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.022,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.098,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.185,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.111,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.145,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.065,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.134,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.063,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.136,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.064,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.061,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.122,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.149,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.099,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.049,0.017,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.052,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.188,0.02,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.169,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.072,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.09,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.181,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.052,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.105,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.147,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.095,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.058,0.003,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.059,0.0045,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.076,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.121,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.183,0.0146,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.05,0.0085,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.066,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.072,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.049,0.007,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.115,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.007,0.0168,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.179,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.015,0.0081,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.159,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.147,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.126,0.017,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.081,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.157,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.153,0.0136,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.17,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.171,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.178,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.083,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.074,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.151,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.133,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.072,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.063,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.083,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.16,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.134,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.034,0.0071,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.061,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.016,0.015,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.129,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.064,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.109,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.151,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.029,0.0141,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.092,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.108,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.037,0.0038,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.006,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.092,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.038,0.0014,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.089,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.139,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.075,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.039,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.031,0.0149,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.049,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.016,0.0078,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.177,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.074,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.148,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.149,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.136,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.134,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.054,0.0111,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.185,0.0187,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.11,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.078,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.025,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.015,0.0063,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.184,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.104,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.105,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.179,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.045,0.0083,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.046,0.0102,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.02,0.0115,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.078,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.047,0.0179,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.15,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.046,0.0069,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.081,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.176,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.043,0.0014,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.099,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.068,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.164,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.088,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.055,0.0065,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.027,0.0103,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.163,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.119,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.19,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.105,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.122,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.154,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.032,0.0163,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.039,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.164,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.104,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.123,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.01,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.091,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.121,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.149,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.021,0.0061,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.167,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.076,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.136,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.148,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.055,0.0199,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.107,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.066,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.144,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.028,0.0072,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.028,0.0021,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.169,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.109,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.007,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.113,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.068,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.159,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.182,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.124,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.167,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.044,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.04,0.0065,1,1,0
Aluminum Alloy,35.45,2870,0.26,4,0.042,0.0076,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.023,0.0135,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.142,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.073,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.109,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.103,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.037,0.0085,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.189,0.019,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.115,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.079,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.118,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.17,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.093,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.043,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.138,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.05,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.129,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.179,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.077,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.087,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.158,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.17,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.129,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.102,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.171,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.099,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.02,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.09,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.172,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.006,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.03,0.0036,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.111,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.079,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.125,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.152,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.041,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.087,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.089,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.02,0.005,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.166,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.064,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.146,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.003,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.062,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.074,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.06,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.187,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.095,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.046,0.0015,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.143,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.078,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.073,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.112,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.183,0.0147,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.032,0.0166,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.046,0.0058,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.002,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.04,0.0067,1,1,0
Aluminum Alloy,35.45,2870,0.26,5,0.078,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.074,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.156,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.054,0.0194,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.045,0.0084,1,1,0
Aluminum Alloy,35.45,2870,0.26,1,0.127,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.096,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.097,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.117,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.059,0.0193,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.08,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.134,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.067,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.027,0.0049,1,1,0
Aluminum Alloy,35.45,2870,0.26,3,0.117,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.049,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.181,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.124,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.025,0.0142,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.025,0.0054,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.052,0.0149,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.146,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.176,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.092,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.187,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.036,0.0057,1,1,0
Aluminum Alloy,35.45,2870,0.26,6,0.142,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.155,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.166,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.033,0.0138,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.046,0.008,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.12,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.15,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.167,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.047,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.004,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.144,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.147,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.189,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.087,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.073,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.167,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.157,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.117,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.092,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.138,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.104,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.116,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.073,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.182,0.0179,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.09,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.106,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.09,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.056,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.095,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.066,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.172,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.093,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.007,0.0006,1,1,1
Aluminum Alloy,35.45,2870,0.26,0,0.17,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.019,0.0058,1,1,0
Aluminum Alloy,35.45,2870,0.26,0,0.077,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.176,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.133,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.014,0.011,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.169,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.148,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.119,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.105,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.002,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.049,0.0078,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.128,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.11,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.138,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.07,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.079,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.03,0.02,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.024,0.008,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.004,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.097,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.023,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.043,0.0055,1,1,0
Aluminum Alloy,35.45,2870,0.26,2,0.169,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.084,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.132,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.169,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.177,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.127,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.121,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.075,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.082,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,0,0.131,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.175,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.142,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,5,0.152,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,6,0.156,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,1,0.09,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,3,0.149,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.066,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,4,0.037,0.0158,0,0,0
Aluminum Alloy,35.45,2870,0.26,2,0.081,0.0013,0,0,0
